year,level_1,level_2,value
2016,Total Female Citizens,25 - 29 Years,115130
2016,Total Female Citizens,30 - 34 Years,105574
2016,Total Female Citizens,35 - 39 Years,109576
2016,Total Female Citizens,40 - 44 Years,120844
2016,Total Female Citizens,45 - 49 Years,124699
2016,Total Female Citizens,50 - 54 Years,139949
2016,Total Female Citizens,55 - 59 Years,140059
2016,Total Female Citizens,60 - 64 Years,121162
2016,Total Female Citizens,65 - 69 Years,98162
2016,Total Female Citizens,70 - 74 Years,52941
2016,Total Female Citizens,75 - 79 Years,47198
2016,Total Female Citizens,80 - 84 Years,30798
2016,Total Female Citizens,65 Years & Over,257754
2016,Total Female Citizens,70 Years & Over,159592
2016,Total Female Citizens,75 Years & Over,106651
2016,Total Female Citizens,80 Years & Over,59453
2016,Total Female Citizens,85 Years & Over,28655
2016,Total Malays,0  -  4 Years,32868
2016,Total Malays,5  -  9 Years,31303
2016,Total Malays,10 - 14 Years,34809
2016,Total Malays,15 - 19 Years,42345
2016,Total Malays,20 - 24 Years,47454
2016,Total Malays,25 - 29 Years,45611
2016,Total Malays,30 - 34 Years,37387
2016,Total Malays,35 - 39 Years,28314
2016,Total Malays,40 - 44 Years,29079
2016,Total Malays,45 - 49 Years,33255
2016,Total Malays,50 - 54 Years,42152
2016,Total Malays,55 - 59 Years,37389
2016,Total Malays,60 - 64 Years,27348
2016,Total Malays,65 - 69 Years,18178
2016,Total Malays,70 - 74 Years,7983
2016,Total Malays,75 - 79 Years,6791
2016,Total Malays,80 - 84 Years,4895
2016,Total Malays,65 Years & Over,40878
2016,Total Malays,70 Years & Over,22700
2016,Total Malays,75 Years & Over,14717
2016,Total Malays,80 Years & Over,7926
2016,Total Malays,85 Years & Over,3031
2016,Total Male Malays,0  -  4 Years,16878
2016,Total Male Malays,5  -  9 Years,16071
2016,Total Male Malays,10 - 14 Years,17905
2016,Total Male Malays,15 - 19 Years,21969
2016,Total Male Malays,20 - 24 Years,24406
2016,Total Male Malays,25 - 29 Years,23360
2016,Total Male Malays,30 - 34 Years,19164
2016,Total Male Malays,35 - 39 Years,14373
2016,Total Male Malays,40 - 44 Years,14696
2016,Total Male Malays,45 - 49 Years,16438
2016,Total Male Malays,50 - 54 Years,21014
2016,Total Male Malays,55 - 59 Years,18733
2016,Total Male Malays,60 - 64 Years,13364
2016,Total Male Malays,65 - 69 Years,8607
2016,Total Male Malays,70 - 74 Years,3608
2016,Total Male Malays,75 - 79 Years,3087
2016,Total Male Malays,80 - 84 Years,1951
2016,Total Male Malays,65 Years & Over,18539
2016,Total Male Malays,70 Years & Over,9932
2016,Total Male Malays,75 Years & Over,6324
2016,Total Male Malays,80 Years & Over,3237
2016,Total Male Malays,85 Years & Over,1286
2016,Total Female Malays,0  -  4 Years,15990
2016,Total Female Malays,5  -  9 Years,15232
2016,Total Female Malays,10 - 14 Years,16904
2016,Total Female Malays,15 - 19 Years,20376
2016,Total Female Malays,20 - 24 Years,23048
2016,Total Female Malays,25 - 29 Years,22251
2016,Total Female Malays,30 - 34 Years,18223
2016,Total Female Malays,35 - 39 Years,13941
2016,Total Female Malays,40 - 44 Years,14383
2016,Total Female Malays,45 - 49 Years,16817
2016,Total Female Malays,50 - 54 Years,21138
2016,Total Female Malays,55 - 59 Years,18656
2016,Total Female Malays,60 - 64 Years,13984
2016,Total Female Malays,65 - 69 Years,9571
2016,Total Female Malays,70 - 74 Years,4375
2016,Total Female Malays,75 - 79 Years,3704
2016,Total Female Malays,80 - 84 Years,2944
2016,Total Female Malays,65 Years & Over,22339
2016,Total Female Malays,70 Years & Over,12768
2016,Total Female Malays,75 Years & Over,8393
2016,Total Female Malays,80 Years & Over,4689
2016,Total Female Malays,85 Years & Over,1745
2016,Total Chinese,0  -  4 Years,121472
2016,Total Chinese,5  -  9 Years,123995
2016,Total Chinese,10 - 14 Years,126389
2016,Total Chinese,15 - 19 Years,154191
2016,Total Chinese,20 - 24 Years,171498
2016,Total Chinese,25 - 29 Years,170510
2016,Total Chinese,30 - 34 Years,157831
2016,Total Chinese,35 - 39 Years,170829
2016,Total Chinese,40 - 44 Years,188344
2016,Total Chinese,45 - 49 Years,188587
2016,Total Chinese,50 - 54 Years,211632
2016,Total Chinese,55 - 59 Years,219068
2016,Total Chinese,60 - 64 Years,194359
2016,Total Chinese,65 - 69 Years,158557
2016,Total Chinese,70 - 74 Years,85186
2016,Total Chinese,75 - 79 Years,72720
2016,Total Chinese,80 - 84 Years,43588
2016,Total Chinese,65 Years & Over,397071
2016,Total Chinese,70 Years & Over,238514
2016,Total Chinese,75 Years & Over,153328
2016,Total Chinese,80 Years & Over,80608
2016,Total Chinese,85 Years & Over,37020
2016,Total Male Chinese,0  -  4 Years,62699
2016,Total Male Chinese,5  -  9 Years,63734
2016,Total Male Chinese,10 - 14 Years,64873
2016,Total Male Chinese,15 - 19 Years,79841
2016,Total Male Chinese,20 - 24 Years,88876
2016,Total Male Chinese,25 - 29 Years,88540
2016,Total Male Chinese,30 - 34 Years,80258
2016,Total Male Chinese,35 - 39 Years,84524
2016,Total Male Chinese,40 - 44 Years,91843
2016,Total Male Chinese,45 - 49 Years,91608
2016,Total Male Chinese,50 - 54 Years,105035
2016,Total Male Chinese,55 - 59 Years,108936
2016,Total Male Chinese,60 - 64 Years,96036
2016,Total Male Chinese,65 - 69 Years,76866
2016,Total Male Chinese,70 - 74 Years,39821
2016,Total Male Chinese,75 - 79 Years,32210
2016,Total Male Chinese,80 - 84 Years,17701
2016,Total Male Chinese,65 Years & Over,178155
2016,Total Male Chinese,70 Years & Over,101289
2016,Total Male Chinese,75 Years & Over,61468
2016,Total Male Chinese,80 Years & Over,29258
2016,Total Male Chinese,85 Years & Over,11557
2016,Total Female Chinese,0  -  4 Years,58773
2016,Total Female Chinese,5  -  9 Years,60261
2016,Total Female Chinese,10 - 14 Years,61516
2016,Total Female Chinese,15 - 19 Years,74350
2016,Total Female Chinese,20 - 24 Years,82622
2016,Total Female Chinese,25 - 29 Years,81970
2016,Total Female Chinese,30 - 34 Years,77573
2016,Total Female Chinese,35 - 39 Years,86305
2016,Total Female Chinese,40 - 44 Years,96501
2016,Total Female Chinese,45 - 49 Years,96979
2016,Total Female Chinese,50 - 54 Years,106597
2016,Total Female Chinese,55 - 59 Years,110132
2016,Total Female Chinese,60 - 64 Years,98323
2016,Total Female Chinese,65 - 69 Years,81691
2016,Total Female Chinese,70 - 74 Years,45365
2016,Total Female Chinese,75 - 79 Years,40510
2016,Total Female Chinese,80 - 84 Years,25887
2016,Total Female Chinese,65 Years & Over,218916
2016,Total Female Chinese,70 Years & Over,137225
2016,Total Female Chinese,75 Years & Over,91860
2016,Total Female Chinese,80 Years & Over,51350
2016,Total Female Chinese,85 Years & Over,25463
2016,Total Indians,0  -  4 Years,12732
2016,Total Indians,5  -  9 Years,14410
2016,Total Indians,10 - 14 Years,16419
2016,Total Indians,15 - 19 Years,18499
2016,Total Indians,20 - 24 Years,19923
2016,Total Indians,25 - 29 Years,19140
2016,Total Indians,30 - 34 Years,16680
2016,Total Indians,35 - 39 Years,15609
2016,Total Indians,40 - 44 Years,17178
2016,Total Indians,45 - 49 Years,19396
2016,Total Indians,50 - 54 Years,21715
2016,Total Indians,55 - 59 Years,20173
2016,Total Indians,60 - 64 Years,15354
2016,Total Indians,65 - 69 Years,11482
2016,Total Indians,70 - 74 Years,5032
2016,Total Indians,75 - 79 Years,4225
2016,Total Indians,80 - 84 Years,2938
2016,Total Indians,65 Years & Over,26064
2016,Total Indians,70 Years & Over,14582
2016,Total Indians,75 Years & Over,9550
2016,Total Indians,80 Years & Over,5325
2016,Total Indians,85 Years & Over,2387
2016,Total Male Indians,0  -  4 Years,6525
2016,Total Male Indians,5  -  9 Years,7290
2016,Total Male Indians,10 - 14 Years,8245
2016,Total Male Indians,15 - 19 Years,9376
2016,Total Male Indians,20 - 24 Years,10171
2016,Total Male Indians,25 - 29 Years,9760
2016,Total Male Indians,30 - 34 Years,8490
2016,Total Male Indians,35 - 39 Years,7791
2016,Total Male Indians,40 - 44 Years,8868
2016,Total Male Indians,45 - 49 Years,10308
2016,Total Male Indians,50 - 54 Years,11126
2016,Total Male Indians,55 - 59 Years,10349
2016,Total Male Indians,60 - 64 Years,7542
2016,Total Male Indians,65 - 69 Years,5402
2016,Total Male Indians,70 - 74 Years,2220
2016,Total Male Indians,75 - 79 Years,1680
2016,Total Male Indians,80 - 84 Years,1310
2016,Total Male Indians,65 Years & Over,11938
2016,Total Male Indians,70 Years & Over,6536
2016,Total Male Indians,75 Years & Over,4316
2016,Total Male Indians,80 Years & Over,2636
2016,Total Male Indians,85 Years & Over,1326
2016,Total Female Indians,0  -  4 Years,6207
2016,Total Female Indians,5  -  9 Years,7120
2016,Total Female Indians,10 - 14 Years,8174
2016,Total Female Indians,15 - 19 Years,9123
2016,Total Female Indians,20 - 24 Years,9752
2016,Total Female Indians,25 - 29 Years,9380
2016,Total Female Indians,30 - 34 Years,8190
2016,Total Female Indians,35 - 39 Years,7818
2016,Total Female Indians,40 - 44 Years,8310
2016,Total Female Indians,45 - 49 Years,9088
2016,Total Female Indians,50 - 54 Years,10589
2016,Total Female Indians,55 - 59 Years,9824
2016,Total Female Indians,60 - 64 Years,7812
2016,Total Female Indians,65 - 69 Years,6080
2016,Total Female Indians,70 - 74 Years,2812
2016,Total Female Indians,75 - 79 Years,2545
2016,Total Female Indians,80 - 84 Years,1628
2016,Total Female Indians,65 Years & Over,14126
2016,Total Female Indians,70 Years & Over,8046
2016,Total Female Indians,75 Years & Over,5234
2016,Total Female Indians,80 Years & Over,2689
2016,Total Female Indians,85 Years & Over,1061
2016,Other Ethnic Groups (Total),0  -  4 Years,5256
2016,Other Ethnic Groups (Total),5  -  9 Years,5061
2016,Other Ethnic Groups (Total),10 - 14 Years,4128
2016,Other Ethnic Groups (Total),15 - 19 Years,4212
2016,Other Ethnic Groups (Total),20 - 24 Years,3520
2016,Other Ethnic Groups (Total),25 - 29 Years,3273
2016,Other Ethnic Groups (Total),30 - 34 Years,2870
2016,Other Ethnic Groups (Total),35 - 39 Years,2727
2016,Other Ethnic Groups (Total),40 - 44 Years,3074
2016,Other Ethnic Groups (Total),45 - 49 Years,3243
2016,Other Ethnic Groups (Total),50 - 54 Years,3118
2016,Other Ethnic Groups (Total),55 - 59 Years,2772
2016,Other Ethnic Groups (Total),60 - 64 Years,2074
2016,Other Ethnic Groups (Total),65 - 69 Years,1704
2016,Other Ethnic Groups (Total),70 - 74 Years,726
2016,Other Ethnic Groups (Total),75 - 79 Years,768
2016,Other Ethnic Groups (Total),80 - 84 Years,567
2016,Other Ethnic Groups (Total),65 Years & Over,4355
2016,Other Ethnic Groups (Total),70 Years & Over,2651
2016,Other Ethnic Groups (Total),75 Years & Over,1925
2016,Other Ethnic Groups (Total),80 Years & Over,1157
2016,Other Ethnic Groups (Total),85 Years & Over,590
2016,Other Ethnic Groups (Males),0  -  4 Years,2592
2016,Other Ethnic Groups (Males),5  -  9 Years,2534
2016,Other Ethnic Groups (Males),10 - 14 Years,2064
2016,Other Ethnic Groups (Males),15 - 19 Years,2117
2016,Other Ethnic Groups (Males),20 - 24 Years,1841
2016,Other Ethnic Groups (Males),25 - 29 Years,1744
2016,Other Ethnic Groups (Males),30 - 34 Years,1282
2016,Other Ethnic Groups (Males),35 - 39 Years,1215
2016,Other Ethnic Groups (Males),40 - 44 Years,1424
2016,Other Ethnic Groups (Males),45 - 49 Years,1428
2016,Other Ethnic Groups (Males),50 - 54 Years,1493
2016,Other Ethnic Groups (Males),55 - 59 Years,1325
2016,Other Ethnic Groups (Males),60 - 64 Years,1031
2016,Other Ethnic Groups (Males),65 - 69 Years,884
2016,Other Ethnic Groups (Males),70 - 74 Years,337
2016,Other Ethnic Groups (Males),75 - 79 Years,329
2016,Other Ethnic Groups (Males),80 - 84 Years,228
2016,Other Ethnic Groups (Males),65 Years & Over,1982
2016,Other Ethnic Groups (Males),70 Years & Over,1098
2016,Other Ethnic Groups (Males),75 Years & Over,761
2016,Other Ethnic Groups (Males),80 Years & Over,432
2016,Other Ethnic Groups (Males),85 Years & Over,204
2016,Other Ethnic Groups (Females),0  -  4 Years,2664
2016,Other Ethnic Groups (Females),5  -  9 Years,2527
2016,Other Ethnic Groups (Females),10 - 14 Years,2064
2016,Other Ethnic Groups (Females),15 - 19 Years,2095
2016,Other Ethnic Groups (Females),20 - 24 Years,1679
2016,Other Ethnic Groups (Females),25 - 29 Years,1529
2016,Other Ethnic Groups (Females),30 - 34 Years,1588
2016,Other Ethnic Groups (Females),35 - 39 Years,1512
2016,Other Ethnic Groups (Females),40 - 44 Years,1650
2016,Other Ethnic Groups (Females),45 - 49 Years,1815
2016,Other Ethnic Groups (Females),50 - 54 Years,1625
2016,Other Ethnic Groups (Females),55 - 59 Years,1447
2016,Other Ethnic Groups (Females),60 - 64 Years,1043
2016,Other Ethnic Groups (Females),65 - 69 Years,820
2016,Other Ethnic Groups (Females),70 - 74 Years,389
2016,Other Ethnic Groups (Females),75 - 79 Years,439
2016,Other Ethnic Groups (Females),80 - 84 Years,339
2016,Other Ethnic Groups (Females),65 Years & Over,2373
2016,Other Ethnic Groups (Females),70 Years & Over,1553
2016,Other Ethnic Groups (Females),75 Years & Over,1164
2016,Other Ethnic Groups (Females),80 Years & Over,725
2016,Other Ethnic Groups (Females),85 Years & Over,386
2017,Total Citizen,0  -  4 Years,173301
2017,Total Citizen,5  -  9 Years,175308
2017,Total Citizen,10 - 14 Years,179983
2017,Total Citizen,15 - 19 Years,212409
2017,Total Citizen,20 - 24 Years,240312
2017,Total Citizen,25 - 29 Years,248107
2017,Total Citizen,30 - 34 Years,212528
2017,Total Citizen,35 - 39 Years,219050
2017,Total Citizen,40 - 44 Years,234761
2017,Total Citizen,45 - 49 Years,244234
2017,Total Citizen,50 - 54 Years,273694
2017,Total Citizen,55 - 59 Years,279871
2017,Total Citizen,60 - 64 Years,249124
2017,Total Citizen,65 - 69 Years,195428
2017,Total Citizen,70 - 74 Years,114360
2017,Total Citizen,75 - 79 Years,88288
2017,Total Citizen,80 - 84 Years,52652
2017,Total Citizen,65 Years & Over,496495
2017,Total Citizen,70 Years & Over,301067
2017,Total Citizen,75 Years & Over,186707
2017,Total Citizen,80 Years & Over,98419
2017,Total Citizen,85 Years & Over,45767
2017,Total Male Citizens,0  -  4 Years,89156
2017,Total Male Citizens,5  -  9 Years,89963
2017,Total Male Citizens,10 - 14 Years,92158
2017,Total Male Citizens,15 - 19 Years,109825
2017,Total Male Citizens,20 - 24 Years,124468
2017,Total Male Citizens,25 - 29 Years,128074
2017,Total Male Citizens,30 - 34 Years,107994
2017,Total Male Citizens,35 - 39 Years,108833
2017,Total Male Citizens,40 - 44 Years,115079
2017,Total Male Citizens,45 - 49 Years,119274
2017,Total Male Citizens,50 - 54 Years,135912
2017,Total Male Citizens,55 - 59 Years,139488
2017,Total Male Citizens,60 - 64 Years,123108
2017,Total Male Citizens,65 - 69 Years,94559
2017,Total Male Citizens,70 - 74 Years,53591
2017,Total Male Citizens,75 - 79 Years,38695
2017,Total Male Citizens,80 - 84 Years,21655
2017,Total Male Citizens,65 Years & Over,223902
2017,Total Male Citizens,70 Years & Over,129343
2017,Total Male Citizens,75 Years & Over,75752
2017,Total Male Citizens,80 Years & Over,37057
2017,Total Male Citizens,85 Years & Over,15402
2017,Total Female Citizens,0  -  4 Years,84145
2017,Total Female Citizens,5  -  9 Years,85345
2017,Total Female Citizens,10 - 14 Years,87825
2017,Total Female Citizens,15 - 19 Years,102584
2017,Total Female Citizens,20 - 24 Years,115844
2017,Total Female Citizens,25 - 29 Years,120033
2017,Total Female Citizens,30 - 34 Years,104534
2017,Total Female Citizens,35 - 39 Years,110217
2017,Total Female Citizens,40 - 44 Years,119682
2017,Total Female Citizens,45 - 49 Years,124960
2017,Total Female Citizens,50 - 54 Years,137782
2017,Total Female Citizens,55 - 59 Years,140383
2017,Total Female Citizens,60 - 64 Years,126016
2017,Total Female Citizens,65 - 69 Years,100869
2017,Total Female Citizens,70 - 74 Years,60769
2017,Total Female Citizens,75 - 79 Years,49593
2017,Total Female Citizens,80 - 84 Years,30997
2017,Total Female Citizens,65 Years & Over,272593
2017,Total Female Citizens,70 Years & Over,171724
2017,Total Female Citizens,75 Years & Over,110955
2017,Total Female Citizens,80 Years & Over,61362
2017,Total Female Citizens,85 Years & Over,30365
2017,Total Malays,0  -  4 Years,34349
2017,Total Malays,5  -  9 Years,30837
2017,Total Malays,10 - 14 Years,33611
2017,Total Malays,15 - 19 Years,41330
2017,Total Malays,20 - 24 Years,46542
2017,Total Malays,25 - 29 Years,47370
2017,Total Malays,30 - 34 Years,38468
2017,Total Malays,35 - 39 Years,29995
2017,Total Malays,40 - 44 Years,27935
2017,Total Malays,45 - 49 Years,31487
2017,Total Malays,50 - 54 Years,41427
2017,Total Malays,55 - 59 Years,38932
2017,Total Malays,60 - 64 Years,29155
2017,Total Malays,65 - 69 Years,18954
2017,Total Malays,70 - 74 Years,9773
2017,Total Malays,75 - 79 Years,6833
2017,Total Malays,80 - 84 Years,4794
2017,Total Malays,65 Years & Over,43529
2017,Total Malays,70 Years & Over,24575
2017,Total Malays,75 Years & Over,14802
2017,Total Malays,80 Years & Over,7969
2017,Total Malays,85 Years & Over,3175
2017,Total Male Malays,0  -  4 Years,17679
2017,Total Male Malays,5  -  9 Years,15753
2017,Total Male Malays,10 - 14 Years,17289
2017,Total Male Malays,15 - 19 Years,21480
2017,Total Male Malays,20 - 24 Years,24076
2017,Total Male Malays,25 - 29 Years,24249
2017,Total Male Malays,30 - 34 Years,19602
2017,Total Male Malays,35 - 39 Years,15278
2017,Total Male Malays,40 - 44 Years,14147
2017,Total Male Malays,45 - 49 Years,15600
2017,Total Male Malays,50 - 54 Years,20523
2017,Total Male Malays,55 - 59 Years,19528
2017,Total Male Malays,60 - 64 Years,14348
2017,Total Male Malays,65 - 69 Years,8923
2017,Total Male Malays,70 - 74 Years,4519
2017,Total Male Malays,75 - 79 Years,2975
2017,Total Male Malays,80 - 84 Years,1979
2017,Total Male Malays,65 Years & Over,19698
2017,Total Male Malays,70 Years & Over,10775
2017,Total Male Malays,75 Years & Over,6256
2017,Total Male Malays,80 Years & Over,3281
